"entryACCESSION","entrez_symbol","entryTYPE","OMIM","UNIPROT","ROLE","pathway","source","activity","deviation","label"
"kegg_578","BAK1","gene","600516","A0A0S2Z391|Q16611",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|Chronic myeloid leukemia|Basal cell carcinoma|Melanoma|Endometrial cancer|Breast cancer|Small cell lung cancer|Non-small cell lung cancer|Apoptosis","KEGG",1,0,"BAK1"
"kegg_25805","BAMBI","gene","604444","Q13145",NA,"TGF-beta signaling pathway|Wnt signaling pathway","KEGG",1,0,"BAMBI"
"kegg_581","BAX","gene","114500|600040|613065","Q07812|Q5ZPJ0|I6LPK7|Q5ZPJ1",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|Chronic myeloid leukemia|Basal cell carcinoma|Melanoma|Endometrial cancer|Breast cancer|Small cell lung cancer|Non-small cell lung cancer|Apoptosis|p53 signaling pathway","KEGG",1,0,"BAX"
"kegg_27113","BBC3","gene","605854","Q96PG8|Q9BXH1",NA,"Pathways in cancer|Colorectal cancer|p53 signaling pathway|Apoptosis","KEGG",1,0,"BBC3"
"kegg_9564","BCAR1","gene","602941","P56945|B3KWE2",NA,"Focal adhesion","KEGG",1,0,"BCAR1"
"kegg_596","BCL2","gene","151430","A0A024R2B3|P10415|A0A024R2C4","ONCOGENE","Focal adhesion|Estrogen signaling pathway|JAK-STAT signaling pathway|Colorectal cancer|Small cell lung cancer|Gastric cancer|HIF-1 signaling pathway|PI3K-Akt signaling pathway|Hedgehog signaling pathway|Pathways in cancer|Apoptosis|Prostate cancer|p53 signaling pathway","KEGG",1,0,"BCL2"
"kegg_597","BCL2A1","gene","601056","Q16548",NA,"Acute myeloid leukemia|Apoptosis","KEGG",1,0,"BCL2A1"
"kegg_598","BCL2L1","gene","600039","Q07817|Q5TE63|A0A0S2Z3C5",NA,"Pathways in cancer|Pancreatic cancer|Hepatocellular carcinoma|p53 signaling pathway|Chronic myeloid leukemia|Small cell lung cancer|JAK-STAT signaling pathway|Apoptosis|PI3K-Akt signaling pathway","KEGG",1,0,"BCL2L1"
"kegg_10018","BCL2L11","gene","603827","O43521|A0A0A0MRE7|A0A0C4DH20",NA,"Pathways in cancer|Colorectal cancer|PI3K-Akt signaling pathway|Apoptosis","KEGG",1,0,"BCL2L11"
"kegg_613","BCR","gene","151410|608232|613065","P11274","ONCOGENE","Pathways in cancer|Chronic myeloid leukemia","KEGG",1,0,"BCR"
"kegg_623","BDKRB1","gene","600337","P46663",NA,"Pathways in cancer|Calcium signaling pathway","KEGG",1,0,"BDKRB1"
"kegg_624","BDKRB2","gene","113503","P30411",NA,"Pathways in cancer|Calcium signaling pathway","KEGG",1,0,"BDKRB2"
"kegg_627","BDNF","gene","113505","A0A0E3SU01|P23560",NA,"PI3K-Akt signaling pathway|MAPK signaling pathway|cAMP signaling pathway","KEGG",1,0,"BDNF"
"kegg_637","BID","gene","601997","A8ASI8|B3KT21|P55957|B2ZP79",NA,"Pathways in cancer|p53 signaling pathway|Apoptosis","KEGG",1,0,"BID"
"kegg_329","BIRC2","gene","601712","Q13490",NA,"Pathways in cancer|Small cell lung cancer|Apoptosis|Focal adhesion","KEGG",1,0,"BIRC2"
"kegg_330","BIRC3","gene","601721","Q13489","ONCOGENE","Pathways in cancer|Focal adhesion|Small cell lung cancer|Apoptosis","KEGG",1,0,"BIRC3"
"kegg_332","BIRC5","gene","603352","O15392|H3BLT4|A0A0B4J1S3",NA,"Pathways in cancer|Colorectal cancer|Apoptosis","KEGG",1,0,"BIRC5"
"kegg_79444","BIRC7","gene","605737","Q96CA5",NA,"Pathways in cancer|Small cell lung cancer","KEGG",1,0,"BIRC7"
"kegg_27302","BMP10","gene","608748","O95393",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"BMP10"
"kegg_9210","BMP15","gene","300247|300510","O95972",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"BMP15"
"kegg_650","BMP2","gene","112261|112600|235200|617877","C8C060|P12643",NA,"Pathways in cancer|Basal cell carcinoma|Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP2"
"kegg_651","BMP3","gene","112263","P12645",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"BMP3"
"kegg_652","BMP4","gene","112262|600625|607932","P12644|Q53XC5",NA,"Pathways in cancer|Basal cell carcinoma|Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP4"
"kegg_653","BMP5","gene","112265","A8K694|P22003|M9VUD0",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP5"
"kegg_654","BMP6","gene","112266","B4DUF7|P22004|Q4VBA3",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP6"
"kegg_655","BMP7","gene","112267","A8K571|P18075",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP7"
"kegg_353500","BMP8A","gene",NA,"Q7Z5Y6",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP8A"
"kegg_656","BMP8B","gene","602284","P34820",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMP8B"
"kegg_657","BMPR1A","gene","174900|601299|610069","P36894","TUMOUR SUPPRESSOR","TGF-beta signaling pathway|Cytokine-cytokine receptor interaction","KEGG",1,0,"BMPR1A"
"kegg_658","BMPR1B","gene","112600|603248|609441|616849","O00238|A8KAE3",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMPR1B"
"kegg_659","BMPR2","gene","178600|265450|600799","Q13873","TUMOUR SUPPRESSOR","Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"BMPR2"
"kegg_91653","BOC","gene","608708","Q9BWV1|Q96DN7",NA,"Hedgehog signaling pathway","KEGG",1,0,"BOC"
"kegg_673","BRAF","gene","114500|115150|155600|163950|164757|211980|613706|613707","P15056","ONCOGENE","Prostate cancer|Acute myeloid leukemia|Pancreatic cancer|Breast cancer|Thyroid cancer|Bladder cancer|Melanoma|Non-small cell lung cancer|Colorectal cancer|Gastric cancer|Pathways in cancer|mTOR signaling pathway|cAMP signaling pathway|Chronic myeloid leukemia|Endometrial cancer|Glioma|Renal cell carcinoma|Hepatocellular carcinoma|Focal adhesion|MAPK signaling pathway","KEGG",1,0,"BRAF"
"kegg_672","BRCA1","gene","113705|114480|604370|614320|617883","P38398|A0A024R1V0","TUMOUR SUPPRESSOR","PI3K-Akt signaling pathway","KEGG",1,0,"BRCA1"
"kegg_675","BRCA2","gene","114480|155255|176807|194070|600185|605724|612555|613029|613347","P51587","TUMOUR SUPPRESSOR","Pancreatic cancer","KEGG",1,0,"BRCA2"
"kegg_29117","BRD7","gene","618489","Q9NPI1","TUMOUR SUPPRESSOR","Hepatocellular carcinoma","KEGG",1,0,"BRD7"
"kegg_8945","BTRC","gene","603482","B2R8L3|B7Z3H4|Q68DS0|Q9Y297|A0A0S2Z4P6",NA,"Wnt signaling pathway|Hedgehog signaling pathway","KEGG",1,0,"BTRC"
"kegg_699","BUB1","gene","114500|602452","B4DYG2|O43683",NA,"Cell cycle","KEGG",1,0,"BUB1"
"kegg_701","BUB1B","gene","114500|176430|257300|602860","O60566",NA,"Cell cycle","KEGG",1,0,"BUB1B"
"kegg_106821730","BUB1B-PAK6","gene",NA,"A0A024R9Q4|Q9NQU5",NA,"Renal cell carcinoma|Focal adhesion","KEGG",1,0,"BUB1B-PAK6"
"kegg_9184","BUB3","gene","603719","A0A140VJF3|O43684",NA,"Cell cycle","KEGG",1,0,"BUB3"
"kegg_11149","BVES","gene","604577|616812","Q8NE79",NA,"cAMP signaling pathway","KEGG",1,0,"BVES"
"kegg_100533105","C8orf44-SGK3","gene",NA,"A0A024R807|Q96BR1",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"C8orf44-SGK3"
"kegg_51719","CAB39","gene","612174","A0A024R496|Q9Y376",NA,"mTOR signaling pathway","KEGG",1,0,"CAB39"
"kegg_81617","CAB39L","gene","612175","A0A024RDT3|Q9H9S4|Q86WE6",NA,"mTOR signaling pathway","KEGG",1,0,"CAB39L"
"kegg_773","CACNA1A","gene","108500|141500|183086|601011|617106","A0A1B0GVQ9|O00555|Q9NS89|B5TYJ1|A0A087WW63",NA,"MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1A"
"kegg_774","CACNA1B","gene","601012|618497","Q00975",NA,"MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1B"
"kegg_775","CACNA1C","gene","114205|601005|611875|618447","Q13936|A0A0A0MR67|A0A0A0MSA1|Q59GU3|Q5V9X9|F5H522",NA,"cAMP signaling pathway|MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1C"
"kegg_776","CACNA1D","gene","114206|614896|615474","Q01668|Q59GD8|A0A1B0GUN6",NA,"MAPK signaling pathway|Calcium signaling pathway|cAMP signaling pathway","KEGG",1,0,"CACNA1D"
"kegg_777","CACNA1E","gene","601013|618285","Q15878|Q59FG1",NA,"MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1E"
"kegg_778","CACNA1F","gene","300071|300110|300476|300600","O60840",NA,"MAPK signaling pathway|cAMP signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1F"
"kegg_8913","CACNA1G","gene","604065|616795|618087","O43497",NA,"MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1G"
"kegg_8912","CACNA1H","gene","607904|611942|617027","B3KQH9|O95180|A0A1W2PQW2",NA,"MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1H"
"kegg_8911","CACNA1I","gene","608230","Q9P0X4",NA,"MAPK signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1I"
"kegg_779","CACNA1S","gene","114208|170400|188580|601887","Q13698|B1ALM3",NA,"MAPK signaling pathway|cAMP signaling pathway|Calcium signaling pathway","KEGG",1,0,"CACNA1S"
"kegg_781","CACNA2D1","gene","114204","P54289|E7ERK3|Q9UIU0",NA,"MAPK signaling pathway","KEGG",1,0,"CACNA2D1"
"kegg_9254","CACNA2D2","gene","607082|618501","Q9NY47|C9JE82",NA,"MAPK signaling pathway","KEGG",1,0,"CACNA2D2"
"kegg_55799","CACNA2D3","gene","606399","Q8IZS8",NA,"MAPK signaling pathway","KEGG",1,0,"CACNA2D3"
"kegg_93589","CACNA2D4","gene","608171|610478","Q7Z3S7",NA,"MAPK signaling pathway","KEGG",1,0,"CACNA2D4"
"kegg_782","CACNB1","gene","114207","Q02641",NA,"MAPK signaling pathway","KEGG",1,0,"CACNB1"
"kegg_783","CACNB2","gene","600003|611876","Q08289|Q59H42|Q5VVH1",NA,"MAPK signaling pathway","KEGG",1,0,"CACNB2"
"kegg_784","CACNB3","gene","601958","P54284",NA,"MAPK signaling pathway","KEGG",1,0,"CACNB3"
"kegg_785","CACNB4","gene","601949|607682|613855","O00305|H0Y476|A0A1B0GTK1|A0A1B0GTX8|A0A1B0GTP5",NA,"MAPK signaling pathway","KEGG",1,0,"CACNB4"
"kegg_786","CACNG1","gene","114209","Q06432",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG1"
"kegg_10369","CACNG2","gene","602911|614256","Q9Y698",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG2"
"kegg_10368","CACNG3","gene","606403","O60359",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG3"
"kegg_27092","CACNG4","gene","606404","A0A024R8J8|Q9UBN1",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG4"
"kegg_27091","CACNG5","gene","606405","Q9UF02",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG5"
"kegg_59285","CACNG6","gene","606898","A6NP74|Q9BXT2|A6NFR2",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG6"
"kegg_59284","CACNG7","gene","606899","P62955",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG7"
"kegg_59283","CACNG8","gene","606900","Q8WXS5",NA,"MAPK signaling pathway","KEGG",1,0,"CACNG8"
"kegg_27101","CACYBP","gene","606186","Q9HB71|A0A024R904",NA,"Wnt signaling pathway","KEGG",1,0,"CACYBP"
"kegg_C00076","Calcium cation","compound",NA,NA,NA,"Pathways in cancer|Hepatocellular carcinoma|Glioma|Non-small cell lung cancer|cAMP signaling pathway|Apoptosis|Estrogen signaling pathway|HIF-1 signaling pathway|Calcium signaling pathway","KEGG",1,0,"Calcium cation"
"kegg_801","CALM1","gene","114180|614916|616247","B4DJ51|P0DP23|P0DP24|P0DP25",NA,"Pathways in cancer|Glioma|cAMP signaling pathway|Calcium signaling pathway|Estrogen signaling pathway","KEGG",1,0,"CALM1"
"kegg_805","CALM2","gene","114182|616249","P0DP24|Q96HY3|B4DJ51|P0DP23|P0DP25",NA,"Pathways in cancer|Glioma|Calcium signaling pathway|cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"CALM2"
"kegg_808","CALM3","gene","114183|618782","Q96HY3|B4DJ51|P0DP23|P0DP24|P0DP25|Q9BRL5",NA,"Pathways in cancer|Glioma|Estrogen signaling pathway|Calcium signaling pathway|cAMP signaling pathway","KEGG",1,0,"CALM3"
"kegg_810","CALML3","gene","114184","P27482",NA,"Pathways in cancer|Glioma|cAMP signaling pathway|Estrogen signaling pathway|Calcium signaling pathway","KEGG",1,0,"CALML3"
"kegg_91860","CALML4","gene",NA,"Q96GE6",NA,"Pathways in cancer|Glioma|cAMP signaling pathway|Estrogen signaling pathway|Calcium signaling pathway","KEGG",1,0,"CALML4"
"kegg_51806","CALML5","gene","605183","Q53H37|Q9NZT1",NA,"Pathways in cancer|Glioma|cAMP signaling pathway|Calcium signaling pathway|Estrogen signaling pathway","KEGG",1,0,"CALML5"
"kegg_163688","CALML6","gene","610171","B1AKR1|Q8TD86",NA,"Pathways in cancer|Glioma|Calcium signaling pathway|cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"CALML6"
"kegg_8536","CAMK1","gene","604998","B0YIY3|Q14012",NA,"Glioma|Calcium signaling pathway","KEGG",1,0,"CAMK1"
"kegg_57118","CAMK1D","gene","607957","Q5SQQ7|Q8IU85",NA,"Glioma|Calcium signaling pathway","KEGG",1,0,"CAMK1D"
"kegg_57172","CAMK1G","gene","614994","Q96NX5",NA,"Glioma|Calcium signaling pathway","KEGG",1,0,"CAMK1G"
"kegg_815","CAMK2A","gene","114078|617798|618095","A8K161|Q8IWE0|Q7LDD5|Q9UQM7",NA,"Pathways in cancer|Wnt signaling pathway|Glioma|Calcium signaling pathway|HIF-1 signaling pathway|cAMP signaling pathway","KEGG",1,0,"CAMK2A"
"kegg_816","CAMK2B","gene","607707|617799","A4D2J9|Q13554|B7Z1Z6",NA,"Pathways in cancer|Glioma|Wnt signaling pathway|cAMP signaling pathway|HIF-1 signaling pathway|Calcium signaling pathway","KEGG",1,0,"CAMK2B"
"kegg_817","CAMK2D","gene","607708","A0A024RDK3|Q13557|E9PBG7|E9PF82|D6R938",NA,"Pathways in cancer|Glioma|Wnt signaling pathway|cAMP signaling pathway|HIF-1 signaling pathway|Calcium signaling pathway","KEGG",1,0,"CAMK2D"
"kegg_818","CAMK2G","gene","602123|618522","A0A0A0MS52|Q13555|B3KY86|Q13280|Q5SWX3",NA,"Pathways in cancer|Glioma|Wnt signaling pathway|Calcium signaling pathway|HIF-1 signaling pathway|cAMP signaling pathway","KEGG",1,0,"CAMK2G"
"kegg_814","CAMK4","gene","114080","Q16566",NA,"Glioma|Calcium signaling pathway|cAMP signaling pathway","KEGG",1,0,"CAMK4"
"kegg_823","CAPN1","gene","114220|616907","B2RDI5|P07384|B4DWH5",NA,"Apoptosis","KEGG",1,0,"CAPN1"
"kegg_824","CAPN2","gene","114230","B4DN77|P17655|Q59EF6",NA,"Apoptosis|Focal adhesion","KEGG",1,0,"CAPN2"
"kegg_843","CASP10","gene","601762|603909|605027|613659","Q92851|A0A0S2Z3G5|A0A0S2Z3Z5",NA,"Apoptosis","KEGG",1,0,"CASP10"
"kegg_100506742","CASP12","gene","608633","Q6UXS9",NA,"Apoptosis","KEGG",1,0,"CASP12"
"kegg_835","CASP2","gene","600639","D3DXD9|P42575|A0A0S2Z3H1|A0A087WYM1",NA,"Apoptosis","KEGG",1,0,"CASP2"
"kegg_836","CASP3","gene","600636","P42574",NA,"Pathways in cancer|Colorectal cancer|p53 signaling pathway|Small cell lung cancer|Apoptosis|MAPK signaling pathway","KEGG",1,0,"CASP3"
"kegg_839","CASP6","gene","601532","P55212",NA,"Apoptosis","KEGG",1,0,"CASP6"
"kegg_840","CASP7","gene","601761","P55210|A0A0A0MRL7|B4DWA2",NA,"Pathways in cancer|Apoptosis","KEGG",1,0,"CASP7"
"kegg_841","CASP8","gene","114480|114550|211980|601763|607271","A0A024R3Z8|Q14790","TUMOUR SUPPRESSOR","p53 signaling pathway|Apoptosis|Pathways in cancer","KEGG",1,0,"CASP8"
"kegg_842","CASP9","gene","602234","P55211|F8VVS7",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|VEGF signaling pathway|Prostate cancer|Endometrial cancer|Small cell lung cancer|p53 signaling pathway|Non-small cell lung cancer|Apoptosis|PI3K-Akt signaling pathway","KEGG",1,0,"CASP9"
"kegg_844","CASQ1","gene","114250|616231","P31415",NA,"Calcium signaling pathway","KEGG",1,0,"CASQ1"
"kegg_845","CASQ2","gene","114251|604772|611938","O14958",NA,"Calcium signaling pathway","KEGG",1,0,"CASQ2"
"kegg_652968","CASTOR1","gene","617034","Q8WTX7",NA,"mTOR signaling pathway","KEGG",1,0,"CASTOR1"
"kegg_729438","CASTOR2","gene","617033","A6NHX0",NA,"mTOR signaling pathway","KEGG",1,0,"CASTOR2"
"kegg_857","CAV1","gene","601047|606721|612526|615343","A0A024R757|Q2TNI1|Q59E85|Q7Z4F3|A9XTE5|Q03135",NA,"Focal adhesion","KEGG",1,0,"CAV1"
"kegg_858","CAV2","gene","601048","P51636|Q53X57",NA,"Focal adhesion","KEGG",1,0,"CAV2"
"kegg_859","CAV3","gene","123320|192600|601253|606072|611818|614321","A0A024R2D8|P56539",NA,"Focal adhesion","KEGG",1,0,"CAV3"
"kegg_867","CBL","gene","165360|607785|613563","P22681","ONCOGENE","Chronic myeloid leukemia|Pathways in cancer","KEGG",1,0,"CBL"
"kegg_8030","CCDC6","gene","601985","Q05CP8|Q16204","TUMOUR SUPPRESSOR","Pathways in cancer|Thyroid cancer","KEGG",1,0,"CCDC6"
"kegg_886","CCKAR","gene","118444","P32238",NA,"Calcium signaling pathway","KEGG",1,0,"CCKAR"
"kegg_887","CCKBR","gene","118445","E9PIC8|P32239",NA,"Calcium signaling pathway","KEGG",1,0,"CCKBR"
"kegg_6346","CCL1","gene","182281","P22362",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL1"
"kegg_6356","CCL11","gene","600807|601156|609423","P51671|Q6I9T4",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL11"
"kegg_6357","CCL13","gene","601391","Q99616",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL13"
"kegg_6358","CCL14","gene","601392","Q16627",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL14"
"kegg_6359","CCL15","gene","601393","A0A0B4J2E2|Q16663",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL15"
"kegg_6360","CCL16","gene","601394","O15467",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL16"
"kegg_6361","CCL17","gene","601520","Q92583",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL17"
"kegg_6363","CCL19","gene","602227","Q6IBD6|Q99731",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL19"
"kegg_6347","CCL2","gene","158105|182940|607948|609423","P13500",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL2"
"kegg_6364","CCL20","gene","601960","P78556",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL20"
"kegg_6366","CCL21","gene","602737","O00585|Q6ICR7",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL21"
"kegg_6367","CCL22","gene","602957","O00626",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL22"
"kegg_6368","CCL23","gene","602494","P55773",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL23"
"kegg_6369","CCL24","gene","602495","O00175",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL24"
"kegg_6370","CCL25","gene","602565","O15444",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL25"
"kegg_10344","CCL26","gene","604697","Q9Y258",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL26"
"kegg_10850","CCL27","gene","604833","Q5VZ77|Q9Y4X3",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL27"
"kegg_56477","CCL28","gene","605240","A0N0Q3|Q9NRJ3|D6RC73",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL28"
"kegg_6348","CCL3","gene","182283|609423","A0N0R1|P10147",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL3"
"kegg_6349","CCL3L1","gene","601395|609423","P16619",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL3L1"
"kegg_414062","CCL3L3","gene","609468","P16619",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL3L3"
"kegg_6351","CCL4","gene","182284","P13236",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL4"
"kegg_388372","CCL4L1","gene","603782","B7ZW36|P13236|Q8NHW4",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL4L1"
"kegg_9560","CCL4L2","gene","610757","Q8NHW4",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL4L2"
"kegg_6352","CCL5","gene","187011|609423","D0EI67|P13501",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL5"
"kegg_6354","CCL7","gene","158106","P80098",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL7"
"kegg_6355","CCL8","gene","602283","P80075",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCL8"
"kegg_8900","CCNA1","gene","604036","A0A140VJG0|P78396",NA,"Pathways in cancer|Acute myeloid leukemia|Cell cycle","KEGG",1,0,"CCNA1"
"kegg_890","CCNA2","gene","123835","P20248",NA,"Acute myeloid leukemia|Pathways in cancer|Cell cycle","KEGG",1,0,"CCNA2"
"kegg_891","CCNB1","gene","123836","P14635",NA,"p53 signaling pathway|Cell cycle","KEGG",1,0,"CCNB1"
"kegg_9133","CCNB2","gene","602755","O95067",NA,"p53 signaling pathway|Cell cycle","KEGG",1,0,"CCNB2"
"kegg_85417","CCNB3","gene","300456","Q8WWL7",NA,"Cell cycle","KEGG",1,0,"CCNB3"
"kegg_595","CCND1","gene","114500|168461|193300|254500","P24385|Q6FI00","ONCOGENE","Hedgehog signaling pathway|Non-small cell lung cancer|Colorectal cancer|Focal adhesion|Gastric cancer|Small cell lung cancer|Bladder cancer|Thyroid cancer|Glioma|Pancreatic cancer|Wnt signaling pathway|Hepatocellular carcinoma|Cell cycle|Endometrial cancer|Breast cancer|Acute myeloid leukemia|Chronic myeloid leukemia|JAK-STAT signaling pathway|Pathways in cancer|Prostate cancer|p53 signaling pathway|PI3K-Akt signaling pathway|Melanoma","KEGG",1,0,"CCND1"
"kegg_894","CCND2","gene","123833|615938","P30279","ONCOGENE","Cell cycle|Pathways in cancer|Wnt signaling pathway|p53 signaling pathway|Hedgehog signaling pathway|PI3K-Akt signaling pathway|Focal adhesion|JAK-STAT signaling pathway","KEGG",1,0,"CCND2"
"kegg_896","CCND3","gene","123834","P30281|B3KP19|Q5T8J1|D6RI00","ONCOGENE","Cell cycle|Focal adhesion|Wnt signaling pathway|p53 signaling pathway|Pathways in cancer|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"CCND3"
"kegg_898","CCNE1","gene","123837","P24864|A0A0G3DHS8|V5W5X2",NA,"Pathways in cancer|Gastric cancer|Prostate cancer|Small cell lung cancer|p53 signaling pathway|Cell cycle|PI3K-Akt signaling pathway","KEGG",1,0,"CCNE1"
"kegg_9134","CCNE2","gene","603775","A0A024R9B0|O96020",NA,"Pathways in cancer|Gastric cancer|Prostate cancer|Small cell lung cancer|p53 signaling pathway|Cell cycle|PI3K-Akt signaling pathway","KEGG",1,0,"CCNE2"
"kegg_900","CCNG1","gene","601578","P51959",NA,"p53 signaling pathway","KEGG",1,0,"CCNG1"
"kegg_901","CCNG2","gene","603203","A0A024RDC7|Q16589",NA,"p53 signaling pathway","KEGG",1,0,"CCNG2"
"kegg_902","CCNH","gene","601953","P51946",NA,"Cell cycle","KEGG",1,0,"CCNH"
"kegg_1230","CCR1","gene","601159","P32246|Q5U003",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCR1"
"kegg_2826","CCR10","gene","600240","P46092",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCR10"
"kegg_729230","CCR2","gene","601267","P41597|A0A024R2Q0",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCR2"
"kegg_1232","CCR3","gene","601268","Q8TDP4|A0A024R2Z3|P51677|Q8TDP5",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCR3"
"kegg_1233","CCR4","gene","604836","A0N0Q1|P51679",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"CCR4"
